ID | Start Time | End Time | User ID | Duration |
101 | 03.06.2016 08:47:15 | 03.06.2016 08:47:46 | mbramar | 0 |
102 | 03.06.2016 08:47:46 | 03.06.2016 08:47:48 | mbramar | 0 |
103 | 03.06.2016 08:47:48 | 03.06.2016 08:48:11 | mbramar | 0 |
104 | 03.06.2016 08:48:11 | 03.06.2016 12:00:05 | mbramar | 11 |
105 | 03.06.2016 12:00:05 | 03.06.2016 12:01:30 | mbramar | 1 |
106 | 03.06.2016 12:01:30 | 03.06.2016 12:02:11 | mbramar | 0 |
107 | 03.06.2016 12:02:11 | 03.06.2016 12:02:54 | mbramar | 0 |
108 | 03.06.2016 12:02:54 | 03.06.2016 12:02:56 | mbramar | 0 |
109 | 03.06.2016 12:02:56 | 03.06.2016 13:00:00 | mbramar | 57 |
110 | 03.06.2016 13:00:00 | 03.06.2016 13:00:57 | mbramar | 0 |
111 | 03.06.2016 13:00:57 | 03.06.2016 13:01:38 | mbramar | 0 |
112 | 03.06.2016 13:01:38 | 03.06.2016 13:02:21 | mbramar | 0 |
113 | 03.06.2016 13:02:21 | 03.06.2016 13:02:23 | mbramar | 0 |
114 | 03.06.2016 13:02:23 | 03.06.2016 13:02:42 | mbramar | 0 |
115 | 03.06.2016 13:02:42 | 03.06.2016 17:00:05 | mbramar | 57 |
116 | 03.06.2016 17:00:05 | 03.06.2016 17:01:40 | mbramar | 1 |
117 | 03.06.2016 17:01:40 | 03.06.2016 17:02:21 | mbramar | 0 |
118 | 03.06.2016 17:02:21 | 03.06.2016 17:02:52 | mbramar | 0 |
119 | 03.06.2016 17:02:52 | 03.06.2016 17:02:54 | mbramar | 0 |
120 | 03.06.2016 17:02:54 | 06.06.2016 07:15:00 | mbramar | 12 |
121 | 06.06.2016 07:15:00 | 06.06.2016 07:15:53 | mbramar | 0 |
122 | 06.06.2016 07:15:53 | 06.06.2016 07:16:34 | mbramar | 0 |
123 | 06.06.2016 07:16:34 | 06.06.2016 07:17:05 | mbramar | 0 |
124 | 06.06.2016 07:17:05 | 06.06.2016 07:17:07 | mbramar | 0 |
125 | 06.06.2016 07:17:07 | 06.06.2016 07:17:22 | mbramar | 0 |
126 | 06.06.2016 07:17:22 | 06.06.2016 16:15:05 | mbramar | 57 |
127 | 06.06.2016 16:15:05 | 06.06.2016 16:16:09 | mbramar | 1 |
128 | 06.06.2016 16:16:09 | 06.06.2016 16:16:50 | mbramar | 0 |
129 | 06.06.2016 16:16:50 | 06.06.2016 16:17:21 | mbramar | 0 |
130 | 06.06.2016 16:17:21 | 06.06.2016 16:17:23 | mbramar | 0 |
131 | 06.06.2016 16:17:23 | 07.06.2016 07:15:00 | mbramar | 57 |
132 | 07.06.2016 07:15:00 | 07.06.2016 07:15:54 | mbramar | 0 |
133 | 07.06.2016 07:15:54 | 07.06.2016 07:16:35 | mbramar | 0 |
134 | 07.06.2016 07:16:35 | 07.06.2016 07:17:18 | mbramar | 0 |
135 | 07.06.2016 07:17:18 | 07.06.2016 07:17:20 | mbramar | 0 |
136 | 07.06.2016 07:17:20 | 07.06.2016 07:17:35 | mbramar | 0 |
137 | 07.06.2016 07:17:35 | 07.06.2016 09:30:04 | mbramar | 12 |
138 | 07.06.2016 09:30:04 | 07.06.2016 09:30:40 | mbramar | 0 |
139 | 07.06.2016 09:30:40 | 07.06.2016 10:35:05 | mbramar | 4 |
140 | 07.06.2016 10:35:05 | 07.06.2016 10:35:41 | mbramar | 0 |
141 | 07.06.2016 10:35:41 | 07.06.2016 13:10:06 | mbramar | 34 |
142 | 07.06.2016 13:10:06 | 07.06.2016 13:20:24 | mbramar | 10 |
143 | 07.06.2016 13:20:24 | 07.06.2016 17:00:05 | mbramar | 39 |
144 | 07.06.2016 17:00:05 | 07.06.2016 17:01:35 | mbramar | 1 |
145 | 07.06.2016 17:01:35 | 07.06.2016 17:02:06 | mbramar | 0 |
146 | 07.06.2016 17:02:06 | 07.06.2016 17:02:37 | mbramar | 0 |
147 | 07.06.2016 17:02:37 | 07.06.2016 17:02:39 | mbramar | 0 |
148 | 07.06.2016 17:02:39 | 08.06.2016 07:15:00 | mbramar | 12 |
149 | 08.06.2016 07:15:00 | 08.06.2016 07:15:54 | mbramar | 0 |
150 | 08.06.2016 07:15:54 | 08.06.2016 07:16:32 | mbramar | 0 |
151 | 08.06.2016 07:16:32 | 08.06.2016 07:17:15 | mbramar | 0 |
152 | 08.06.2016 07:17:15 | 08.06.2016 07:17:17 | mbramar | 0 |
153 | 08.06.2016 07:17:17 | 08.06.2016 07:17:36 | mbramar | 0 |
154 | 08.06.2016 07:17:36 | 08.06.2016 12:30:05 | mbramar | 12 |
155 | 08.06.2016 12:30:05 | 08.06.2016 12:31:33 | mbramar | 1 |
156 | 08.06.2016 12:31:33 | 08.06.2016 12:32:15 | mbramar | 0 |
157 | 08.06.2016 12:32:15 | 08.06.2016 12:32:46 | mbramar | 0 |
158 | 08.06.2016 12:32:46 | 08.06.2016 12:32:48 | mbramar | 0 |
159 | 08.06.2016 12:32:48 | 08.06.2016 12:33:03 | mbramar | 0 |
160 | 08.06.2016 12:33:03 | 08.06.2016 13:45:01 | mbramar | 11 |
161 | 08.06.2016 13:45:01 | 08.06.2016 13:45:57 | mbramar | 0 |
162 | 08.06.2016 13:45:57 | 08.06.2016 13:46:38 | mbramar | 0 |
163 | 08.06.2016 13:46:38 | 08.06.2016 13:47:09 | mbramar | 0 |
164 | 08.06.2016 13:47:09 | 08.06.2016 13:47:11 | mbramar | 0 |
165 | 08.06.2016 13:47:11 | 08.06.2016 13:47:34 | mbramar | 0 |
166 | 08.06.2016 13:47:34 | 08.06.2016 17:00:05 | mbramar | 12 |
167 | 08.06.2016 17:00:05 | 08.06.2016 17:01:33 | mbramar | 1 |
168 | 08.06.2016 17:01:33 | 08.06.2016 17:02:04 | mbramar | 0 |
169 | 08.06.2016 17:02:04 | 08.06.2016 17:02:35 | mbramar | 0 |
170 | 08.06.2016 17:02:35 | 08.06.2016 17:02:37 | mbramar | 0 |
171 | 31.05.2016 07:30:00 | 31.05.2016 07:31:35 | lcarrara | 1 |
172 | 31.05.2016 07:31:35 | 31.05.2016 07:32:06 | lcarrara | 0 |
173 | 31.05.2016 07:32:06 | 31.05.2016 07:32:37 | lcarrara | 0 |
174 | 31.05.2016 07:32:37 | 31.05.2016 07:32:39 | lcarrara | 0 |
175 | 31.05.2016 07:32:39 | 31.05.2016 07:33:02 | lcarrara | 0 |
176 | 31.05.2016 07:33:02 | 31.05.2016 07:33:10 | lcarrara | 0 |
177 | 31.05.2016 07:33:10 | 31.05.2016 09:30:10 | lcarrara | 57 |
178 | 31.05.2016 09:30:10 | 31.05.2016 09:30:17 | lcarrara | 0 |
179 | 31.05.2016 09:30:17 | 31.05.2016 09:30:36 | lcarrara | 0 |
180 | 31.05.2016 09:30:36 | 31.05.2016 09:31:18 | lcarrara | 0 |
181 | 31.05.2016 09:31:18 | 31.05.2016 09:31:49 | lcarrara | 0 |
182 | 31.05.2016 09:31:49 | 31.05.2016 09:31:51 | lcarrara | 0 |
183 | 31.05.2016 09:31:51 | 31.05.2016 10:05:07 | lcarrara | 33 |
184 | 31.05.2016 10:05:07 | 31.05.2016 10:30:01 | lcarrara | 24 |
185 | 31.05.2016 10:30:01 | 31.05.2016 10:30:18 | lcarrara | 0 |
186 | 31.05.2016 10:30:18 | 31.05.2016 10:31:00 | lcarrara | 0 |
187 | 31.05.2016 10:31:00 | 31.05.2016 10:31:31 | lcarrara | 0 |
188 | 31.05.2016 10:31:31 | 31.05.2016 10:31:33 | lcarrara | 0 |
189 | 31.05.2016 10:31:33 | 31.05.2016 10:31:42 | lcarrara | 0 |
190 | 31.05.2016 10:31:42 | 31.05.2016 10:40:22 | lcarrara | 8 |
191 | 31.05.2016 10:40:22 | 31.05.2016 10:40:42 | lcarrara | 0 |
192 | 31.05.2016 10:40:42 | 31.05.2016 10:40:49 | lcarrara | 0 |
193 | 31.05.2016 10:40:49 | 31.05.2016 17:00:10 | lcarrara | 19 |
194 | 31.05.2016 17:00:10 | 31.05.2016 17:00:17 | lcarrara | 0 |
195 | 31.05.2016 17:00:17 | 31.05.2016 17:00:46 | lcarrara | 0 |
196 | 31.05.2016 17:00:46 | 31.05.2016 17:01:17 | lcarrara | 0 |
197 | 31.05.2016 17:01:17 | 31.05.2016 17:01:48 | lcarrara | 0 |
198 | 31.05.2016 17:01:48 | 31.05.2016 17:01:50 | lcarrara | 0 |
199 | 31.05.2016 17:01:50 | 01.06.2016 07:33:00 | lcarrara | 31 |
200 | 01.06.2016 07:33:00 | 01.06.2016 07:34:35 | lcarrara | 1 |
201 | 01.06.2016 07:34:35 | 01.06.2016 07:35:16 | lcarrara | 0 |
202 | 01.06.2016 07:35:16 | 01.06.2016 07:35:59 | lcarrara | 0 |
203 | 01.06.2016 07:35:59 | 01.06.2016 07:36:01 | lcarrara | 0 |
204 | 01.06.2016 07:36:01 | 01.06.2016 07:36:20 | lcarrara | 0 |
205 | 01.06.2016 07:36:20 | 01.06.2016 07:36:27 | lcarrara | 0 |
206 | 01.06.2016 07:36:27 | 01.06.2016 10:00:23 | lcarrara | 23 |
207 | 01.06.2016 10:00:23 | 01.06.2016 10:00:34 | lcarrara | 0 |
208 | 01.06.2016 10:00:34 | 01.06.2016 12:07:05 | lcarrara | 6 |
209 | 01.06.2016 12:07:05 | 01.06.2016 12:07:16 | lcarrara | 0 |
210 | 01.06.2016 12:07:16 | 01.06.2016 17:00:10 | lcarrara | 52 |
211 | 01.06.2016 17:00:10 | 01.06.2016 17:00:17 | lcarrara | 0 |
212 | 01.06.2016 17:00:17 | 01.06.2016 17:01:30 | lcarrara | 1 |
213 | 01.06.2016 17:01:30 | 01.06.2016 17:02:01 | lcarrara | 0 |
214 | 01.06.2016 17:02:01 | 01.06.2016 17:02:32 | lcarrara | 0 |
215 | 01.06.2016 17:02:32 | 01.06.2016 17:02:34 | lcarrara | 0 |
216 | 01.06.2016 17:02:34 | 02.06.2016 07:28:00 | lcarrara | 25 |
217 | 02.06.2016 07:28:00 | 02.06.2016 07:29:59 | lcarrara | 1 |
218 | 02.06.2016 07:29:59 | 02.06.2016 07:30:41 | lcarrara | 0 |
219 | 02.06.2016 07:30:41 | 02.06.2016 07:31:12 | lcarrara | 0 |
220 | 02.06.2016 07:31:12 | 02.06.2016 07:31:14 | lcarrara | 0 |
221 | 02.06.2016 07:31:14 | 02.06.2016 07:31:33 | lcarrara | 0 |
222 | 02.06.2016 07:31:33 | 02.06.2016 07:31:40 | lcarrara | 0 |
223 | 02.06.2016 07:31:40 | 02.06.2016 11:22:10 | lcarrara | 50 |
224 | 02.06.2016 11:22:10 | 02.06.2016 11:22:17 | lcarrara | 0 |
225 | 02.06.2016 11:22:17 | 02.06.2016 11:23:52 | lcarrara | 1 |
226 | 02.06.2016 11:23:52 | 02.06.2016 11:24:33 | lcarrara | 0 |
227 | 02.06.2016 11:24:33 | 02.06.2016 11:25:04 | lcarrara | 0 |
228 | 02.06.2016 11:25:04 | 02.06.2016 11:25:06 | lcarrara | 0 |
229 | 02.06.2016 11:25:06 | 02.06.2016 13:04:00 | lcarrara | 38 |
230 | 02.06.2016 13:04:00 | 02.06.2016 13:04:57 | lcarrara | 0 |
231 | 02.06.2016 13:04:57 | 02.06.2016 13:05:38 | lcarrara | 0 |
232 | 02.06.2016 13:05:38 | 02.06.2016 13:06:09 | lcarrara | 0 |
233 | 02.06.2016 13:06:09 | 02.06.2016 13:06:11 | lcarrara | 0 |
234 | 02.06.2016 13:06:11 | 02.06.2016 13:06:34 | lcarrara | 0 |
235 | 02.06.2016 13:06:34 | 02.06.2016 13:06:42 | lcarrara | 0 |
236 | 02.06.2016 13:06:42 | 02.06.2016 17:00:10 | lcarrara | 53 |
237 | 02.06.2016 17:00:10 | 02.06.2016 17:00:17 | lcarrara | 0 |
238 | 02.06.2016 17:00:17 | 02.06.2016 17:01:33 | lcarrara | 1 |
239 | 02.06.2016 17:01:33 | 02.06.2016 17:02:04 | lcarrara | 0 |
240 | 02.06.2016 17:02:04 | 02.06.2016 17:02:35 | lcarrara | 0 |
241 | 02.06.2016 17:02:35 | 02.06.2016 17:02:37 | lcarrara | 0 |
242 | 02.06.2016 17:02:37 | 03.06.2016 07:30:00 | lcarrara | 27 |
243 | 03.06.2016 07:30:00 | 03.06.2016 07:31:37 | lcarrara | 1 |
244 | 03.06.2016 07:31:37 | 03.06.2016 07:32:18 | lcarrara | 0 |
245 | 03.06.2016 07:32:18 | 03.06.2016 07:32:49 | lcarrara | 0 |
246 | 03.06.2016 07:32:49 | 03.06.2016 07:32:51 | lcarrara | 0 |
247 | 03.06.2016 07:32:51 | 03.06.2016 07:33:10 | lcarrara | 0 |
248 | 03.06.2016 07:33:10 | 03.06.2016 07:33:17 | lcarrara | 0 |
249 | 03.06.2016 07:33:17 | 03.06.2016 09:30:10 | lcarrara | 56 |
250 | 03.06.2016 09:30:10 | 03.06.2016 09:30:17 | lcarrara | 0 |
251 | 03.06.2016 09:30:17 | 03.06.2016 09:30:36 | lcarrara | 0 |
252 | 03.06.2016 09:30:36 | 03.06.2016 09:31:18 | lcarrara | 0 |
253 | 03.06.2016 09:31:18 | 03.06.2016 09:31:49 | lcarrara | 0 |
254 | 03.06.2016 09:31:49 | 03.06.2016 09:31:51 | lcarrara | 0 |
255 | 03.06.2016 09:31:51 | 03.06.2016 10:05:07 | lcarrara | 33 |
256 | 03.06.2016 10:05:07 | 03.06.2016 10:30:01 | lcarrara | 24 |
257 | 03.06.2016 10:30:01 | 03.06.2016 10:30:12 | lcarrara | 0 |
258 | 03.06.2016 10:30:12 | 03.06.2016 10:30:54 | lcarrara | 0 |
259 | 03.06.2016 10:30:54 | 03.06.2016 10:31:25 | lcarrara | 0 |
260 | 03.06.2016 10:31:25 | 03.06.2016 10:31:27 | lcarrara | 0 |
261 | 03.06.2016 10:31:27 | 03.06.2016 10:31:35 | lcarrara | 0 |
262 | 03.06.2016 10:31:35 | 03.06.2016 10:40:22 | lcarrara | 8 |
263 | 03.06.2016 10:40:22 | 03.06.2016 10:40:42 | lcarrara | 0 |
264 | 03.06.2016 10:40:42 | 03.06.2016 10:40:49 | lcarrara | 0 |
265 | 03.06.2016 10:40:49 | 03.06.2016 17:00:10 | lcarrara | 19 |
266 | 03.06.2016 17:00:10 | 03.06.2016 17:00:17 | lcarrara | 0 |
267 | 03.06.2016 17:00:17 | 03.06.2016 17:01:40 | lcarrara | 1 |
268 | 03.06.2016 17:01:40 | 03.06.2016 17:02:21 | lcarrara | 0 |
269 | 03.06.2016 17:02:21 | 03.06.2016 17:02:52 | lcarrara | 0 |
270 | 03.06.2016 17:02:52 | 03.06.2016 17:02:54 | lcarrara | 0 |
271 | 03.06.2016 17:02:54 | 05.06.2016 13:00:00 | lcarrara | 57 |
272 | 05.06.2016 13:00:00 | 05.06.2016 13:00:50 | lcarrara | 0 |
273 | 05.06.2016 13:00:50 | 05.06.2016 13:01:32 | lcarrara | 0 |
274 | 05.06.2016 13:01:32 | 05.06.2016 13:02:03 | lcarrara | 0 |
275 | 05.06.2016 13:02:03 | 05.06.2016 13:02:05 | lcarrara | 0 |
276 | 05.06.2016 13:02:05 | 05.06.2016 13:02:20 | lcarrara | 0 |
277 | 05.06.2016 13:02:20 | 05.06.2016 13:02:28 | lcarrara | 0 |
278 | 05.06.2016 13:02:28 | 05.06.2016 15:05:10 | lcarrara | 2 |
279 | 05.06.2016 15:05:10 | 05.06.2016 15:05:17 | lcarrara | 0 |
280 | 05.06.2016 15:05:17 | 05.06.2016 15:05:36 | lcarrara | 0 |
281 | 05.06.2016 15:05:36 | 05.06.2016 15:06:18 | lcarrara | 0 |
282 | 05.06.2016 15:06:18 | 05.06.2016 15:06:49 | lcarrara | 0 |
283 | 05.06.2016 15:06:49 | 05.06.2016 15:06:51 | lcarrara | 0 |
284 | 05.06.2016 15:06:51 | 06.06.2016 07:30:00 | lcarrara | 23 |
285 | 06.06.2016 07:30:00 | 06.06.2016 07:31:37 | lcarrara | 1 |
286 | 06.06.2016 07:31:37 | 06.06.2016 07:32:18 | lcarrara | 0 |
287 | 06.06.2016 07:32:18 | 06.06.2016 07:32:49 | lcarrara | 0 |
288 | 06.06.2016 07:32:49 | 06.06.2016 07:32:51 | lcarrara | 0 |
289 | 06.06.2016 07:32:51 | 06.06.2016 07:33:14 | lcarrara | 0 |
290 | 06.06.2016 07:33:14 | 06.06.2016 07:33:22 | lcarrara | 0 |
291 | 06.06.2016 07:33:22 | 06.06.2016 09:30:10 | lcarrara | 56 |
292 | 06.06.2016 09:30:10 | 06.06.2016 09:30:17 | lcarrara | 0 |
293 | 06.06.2016 09:30:17 | 06.06.2016 09:30:36 | lcarrara | 0 |
294 | 06.06.2016 09:30:36 | 06.06.2016 09:31:18 | lcarrara | 0 |
295 | 06.06.2016 09:31:18 | 06.06.2016 09:31:49 | lcarrara | 0 |
296 | 06.06.2016 09:31:49 | 06.06.2016 09:31:51 | lcarrara | 0 |
297 | 06.06.2016 09:31:51 | 06.06.2016 10:00:21 | lcarrara | 28 |
298 | 06.06.2016 10:00:21 | 06.06.2016 10:01:03 | lcarrara | 0 |
299 | 06.06.2016 10:01:03 | 06.06.2016 10:01:34 | lcarrara | 0 |
300 | 06.06.2016 10:01:34 | 06.06.2016 10:01:36 | lcarrara | 0 |
301 | 06.06.2016 10:01:36 | 06.06.2016 10:01:45 | lcarrara | 0 |
302 | 06.06.2016 10:01:45 | 06.06.2016 10:10:22 | lcarrara | 8 |
303 | 06.06.2016 10:10:22 | 06.06.2016 10:10:42 | lcarrara | 0 |
304 | 06.06.2016 10:10:42 | 06.06.2016 10:10:49 | lcarrara | 0 |
305 | 06.06.2016 10:10:49 | 06.06.2016 17:00:10 | lcarrara | 49 |
306 | 06.06.2016 17:00:10 | 06.06.2016 17:00:17 | lcarrara | 0 |
307 | 06.06.2016 17:00:17 | 06.06.2016 17:01:30 | lcarrara | 1 |
308 | 06.06.2016 17:01:30 | 06.06.2016 17:02:01 | lcarrara | 0 |
309 | 06.06.2016 17:02:01 | 06.06.2016 17:02:32 | lcarrara | 0 |
310 | 06.06.2016 17:02:32 | 06.06.2016 17:02:34 | lcarrara | 0 |
311 | 06.06.2016 17:02:34 | 07.06.2016 07:30:00 | lcarrara | 27 |
312 | 07.06.2016 07:30:00 | 07.06.2016 07:32:06 | lcarrara | 2 |
313 | 07.06.2016 07:32:06 | 07.06.2016 07:32:47 | lcarrara | 0 |
314 | 07.06.2016 07:32:47 | 07.06.2016 07:33:18 | lcarrara | 0 |
315 | 07.06.2016 07:33:18 | 07.06.2016 07:33:20 | lcarrara | 0 |
316 | 07.06.2016 07:33:20 | 07.06.2016 07:33:39 | lcarrara | 0 |
317 | 07.06.2016 07:33:39 | 07.06.2016 07:33:46 | lcarrara | 0 |
318 | 07.06.2016 07:33:46 | 07.06.2016 10:15:10 | lcarrara | 41 |
319 | 07.06.2016 10:15:10 | 07.06.2016 10:15:17 | lcarrara | 0 |
320 | 07.06.2016 10:15:17 | 07.06.2016 10:15:36 | lcarrara | 0 |
321 | 07.06.2016 10:15:36 | 07.06.2016 10:16:18 | lcarrara | 0 |
